epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
29,33.5182,0.26419,0.36239,0.80598,0.99918,0.99762,0.99302,0.98891,0.18113,0.25194,0.77099,0.000803031,0.000803031,0.000803031
30,34.6302,0.25489,0.35789,0.80732,0.99889,0.99762,0.99302,0.98756,0.20263,0.2611,0.7726,0.000792032,0.000792032,0.000792032
31,35.729,0.27098,0.35562,0.81099,0.99826,0.99762,0.99302,0.98813,0.1795,0.26241,0.76902,0.000781033,0.000781033,0.000781033
32,36.853,0.25328,0.35324,0.79842,0.99874,0.99762,0.99302,0.99197,0.17314,0.26389,0.76814,0.000770034,0.000770034,0.000770034
33,37.9716,0.2469,0.35504,0.79893,0.99861,0.99761,0.99302,0.99139,0.17844,0.26142,0.76903,0.000759035,0.000759035,0.000759035
34,39.169,0.23894,0.34561,0.79878,0.99888,0.99762,0.99302,0.99119,0.16535,0.24527,0.76901,0.000748036,0.000748036,0.000748036
35,40.2517,0.23573,0.34055,0.7959,0.99907,0.99762,0.99302,0.99131,0.17201,0.23708,0.77043,0.000737037,0.000737037,0.000737037
36,41.3909,0.23708,0.33247,0.8076,0.99919,0.99762,0.99302,0.98966,0.16946,0.23702,0.7686,0.000726038,0.000726038,0.000726038
37,42.5154,0.24139,0.33859,0.80299,0.99873,0.99762,0.99302,0.9912,0.16984,0.23984,0.76954,0.00071504,0.00071504,0.00071504
38,43.6107,0.24339,0.33317,0.80195,0.99895,0.99762,0.99302,0.99269,0.16386,0.24096,0.76854,0.000704041,0.000704041,0.000704041
39,44.6856,0.24799,0.33164,0.80758,0.99858,0.99762,0.99302,0.99073,0.17519,0.24296,0.76816,0.000693042,0.000693042,0.000693042
40,45.8597,0.24505,0.33027,0.80153,0.99915,0.99762,0.99302,0.98982,0.16953,0.24022,0.76853,0.000682043,0.000682043,0.000682043
41,46.9831,0.23859,0.32539,0.80107,0.99925,0.99762,0.99302,0.99058,0.17098,0.22742,0.76883,0.000671044,0.000671044,0.000671044
42,48.1473,0.22868,0.31156,0.79583,0.99889,0.99762,0.99302,0.98537,0.18316,0.23231,0.77139,0.000660045,0.000660045,0.000660045
43,49.3334,0.23303,0.31576,0.80312,0.99882,0.99762,0.99302,0.99041,0.17056,0.24266,0.76863,0.000649046,0.000649046,0.000649046
44,50.4867,0.23595,0.31882,0.80668,0.99873,0.99762,0.99302,0.99188,0.16477,0.23267,0.76731,0.000638047,0.000638047,0.000638047
45,51.5937,0.22992,0.30881,0.80704,0.99905,0.99762,0.99302,0.99221,0.1658,0.22403,0.76743,0.000627048,0.000627048,0.000627048
46,52.6605,0.22457,0.31052,0.80294,0.99845,0.99712,0.99302,0.99175,0.14982,0.21722,0.7674,0.000616049,0.000616049,0.000616049
47,53.7271,0.22122,0.29966,0.80317,0.99855,0.99726,0.99303,0.99226,0.15363,0.20703,0.76592,0.000605051,0.000605051,0.000605051
48,54.8433,0.21974,0.29682,0.79882,0.99888,0.99762,0.99303,0.99261,0.15565,0.2128,0.76613,0.000594052,0.000594052,0.000594052
49,55.9859,0.21735,0.29242,0.79258,0.9992,0.99762,0.99304,0.99284,0.14464,0.20585,0.76513,0.000583053,0.000583053,0.000583053
50,57.1519,0.22063,0.28854,0.79286,0.99883,0.99762,0.99304,0.99178,0.15698,0.20907,0.76572,0.000572054,0.000572054,0.000572054
51,58.2855,0.22863,0.29564,0.81028,0.99896,0.99762,0.99305,0.99212,0.15309,0.21048,0.7662,0.000561055,0.000561055,0.000561055
52,59.5389,0.21174,0.28872,0.80209,0.99921,0.99762,0.99306,0.99251,0.14401,0.20324,0.76624,0.000550056,0.000550056,0.000550056
53,60.665,0.20097,0.27979,0.79738,0.99923,0.99762,0.99308,0.99284,0.14633,0.20829,0.76547,0.000539057,0.000539057,0.000539057
54,61.8054,0.20967,0.28004,0.80354,0.99924,0.99762,0.99311,0.99224,0.14966,0.20316,0.76661,0.000528058,0.000528058,0.000528058
55,62.8892,0.21785,0.28985,0.79588,0.9992,0.99762,0.99313,0.99289,0.14494,0.21116,0.76565,0.000517059,0.000517059,0.000517059
56,64.0474,0.21208,0.28786,0.80095,0.99916,0.99762,0.99313,0.99279,0.14331,0.19922,0.76649,0.00050606,0.00050606,0.00050606
57,65.1652,0.20384,0.27355,0.79852,0.99917,0.99762,0.99313,0.99236,0.1404,0.19408,0.76503,0.000495062,0.000495062,0.000495062
58,66.2791,0.20718,0.27444,0.79628,0.99919,0.99762,0.99316,0.99316,0.14842,0.19638,0.76581,0.000484063,0.000484063,0.000484063
59,67.4086,0.21633,0.27634,0.80313,0.99919,0.99762,0.99317,0.99292,0.14672,0.19589,0.76641,0.000473064,0.000473064,0.000473064
60,68.5735,0.21815,0.27163,0.80322,0.99918,0.99762,0.99318,0.99318,0.14578,0.20167,0.76654,0.000462065,0.000462065,0.000462065
61,69.8145,0.20284,0.27009,0.80006,0.99917,0.99762,0.99323,0.99285,0.13823,0.19292,0.7655,0.000451066,0.000451066,0.000451066
62,70.8919,0.21008,0.26595,0.79706,0.99925,0.99762,0.99324,0.99275,0.13238,0.18876,0.76467,0.000440067,0.000440067,0.000440067
63,72.0251,0.19284,0.26322,0.79234,0.99914,0.99762,0.99322,0.99322,0.13075,0.18751,0.76449,0.000429068,0.000429068,0.000429068
64,73.1526,0.1964,0.26405,0.79471,0.99906,0.99762,0.99321,0.99265,0.13684,0.18394,0.76466,0.000418069,0.000418069,0.000418069
65,74.2799,0.20594,0.26115,0.806,0.99921,0.99762,0.99321,0.99321,0.13014,0.18088,0.76407,0.00040707,0.00040707,0.00040707
66,75.4151,0.19732,0.26253,0.79439,0.99899,0.99762,0.99326,0.99286,0.13184,0.18758,0.76419,0.000396071,0.000396071,0.000396071
67,76.5655,0.19639,0.25816,0.80224,0.99917,0.99762,0.99332,0.99287,0.1321,0.18011,0.76437,0.000385073,0.000385073,0.000385073
68,77.6967,0.19662,0.25217,0.79914,0.9991,0.99762,0.99333,0.99333,0.13817,0.18553,0.76512,0.000374074,0.000374074,0.000374074
69,78.8664,0.1989,0.25382,0.80402,0.99922,0.99762,0.99336,0.99283,0.12706,0.17901,0.76494,0.000363075,0.000363075,0.000363075
70,80.0586,0.195,0.25046,0.79231,0.99918,0.99762,0.99335,0.99289,0.13663,0.17991,0.76493,0.000352076,0.000352076,0.000352076
71,81.2198,0.19697,0.25115,0.79991,0.99921,0.99762,0.99337,0.99321,0.13177,0.18207,0.76509,0.000341077,0.000341077,0.000341077
72,82.3759,0.1902,0.25039,0.79817,0.99932,0.99762,0.99336,0.99284,0.13067,0.17919,0.76481,0.000330078,0.000330078,0.000330078
73,83.4901,0.19236,0.24714,0.78852,0.99927,0.99762,0.99335,0.99266,0.12796,0.17539,0.76453,0.000319079,0.000319079,0.000319079
74,84.5768,0.18633,0.24216,0.79475,0.9992,0.99762,0.99336,0.99336,0.13009,0.17732,0.76397,0.00030808,0.00030808,0.00030808
75,85.6908,0.19038,0.24309,0.79604,0.9991,0.99762,0.99332,0.99309,0.12558,0.17414,0.7641,0.000297081,0.000297081,0.000297081
76,86.8017,0.18874,0.23862,0.79129,0.99919,0.99762,0.99332,0.99313,0.1264,0.1717,0.76394,0.000286083,0.000286083,0.000286083
77,87.9923,0.19252,0.24319,0.79811,0.99917,0.99762,0.99331,0.99331,0.12113,0.17012,0.7635,0.000275084,0.000275084,0.000275084
78,89.138,0.18894,0.24107,0.79224,0.99918,0.99762,0.99333,0.99311,0.12212,0.17024,0.76321,0.000264085,0.000264085,0.000264085
79,90.3463,0.18764,0.24015,0.79745,0.99917,0.99762,0.99339,0.99321,0.12279,0.1639,0.76351,0.000253086,0.000253086,0.000253086
80,91.4568,0.18467,0.23965,0.80074,0.99893,0.99762,0.9934,0.99245,0.12257,0.16232,0.76335,0.000242087,0.000242087,0.000242087
81,92.5589,0.18064,0.23138,0.79158,0.99891,0.99762,0.99339,0.99252,0.12482,0.16426,0.76355,0.000231088,0.000231088,0.000231088
82,93.6882,0.17344,0.22841,0.79994,0.99878,0.99762,0.9934,0.99322,0.12115,0.16269,0.76336,0.000220089,0.000220089,0.000220089
83,94.8003,0.17689,0.23138,0.78912,0.99885,0.99762,0.99338,0.9929,0.12329,0.16465,0.76349,0.00020909,0.00020909,0.00020909
84,95.8974,0.18605,0.23337,0.78237,0.99899,0.99762,0.99339,0.99301,0.11746,0.1603,0.76305,0.000198091,0.000198091,0.000198091
85,97.0109,0.18037,0.22968,0.79941,0.99901,0.99762,0.9934,0.9934,0.12037,0.16206,0.76338,0.000187092,0.000187092,0.000187092
86,98.0822,0.17425,0.22598,0.79549,0.99913,0.99762,0.99338,0.99319,0.11757,0.16184,0.76282,0.000176094,0.000176094,0.000176094
87,99.2213,0.17808,0.23085,0.79142,0.99912,0.99762,0.9934,0.99291,0.12003,0.16142,0.76279,0.000165095,0.000165095,0.000165095
88,100.44,0.18133,0.22615,0.79512,0.99919,0.99762,0.9934,0.99302,0.11834,0.15877,0.76265,0.000154096,0.000154096,0.000154096
89,101.591,0.17692,0.22474,0.78731,0.9992,0.99762,0.99343,0.99323,0.11377,0.15908,0.76239,0.000143097,0.000143097,0.000143097
90,102.71,0.17492,0.22036,0.78288,0.99925,0.99762,0.99344,0.99324,0.11015,0.15575,0.76224,0.000132098,0.000132098,0.000132098
91,104.401,0.14211,0.22319,0.77305,0.99908,0.99762,0.99341,0.99341,0.12383,0.17465,0.7631,0.000121099,0.000121099,0.000121099
92,105.539,0.1394,0.23132,0.76654,0.99877,0.99762,0.99337,0.99337,0.11697,0.17245,0.76329,0.0001101,0.0001101,0.0001101
93,106.667,0.13765,0.22,0.77055,0.99909,0.99762,0.99335,0.99335,0.1132,0.15832,0.76272,9.91012e-05,9.91012e-05,9.91012e-05
94,107.734,0.13317,0.21427,0.76305,0.99914,0.99762,0.99334,0.99334,0.12011,0.16051,0.76285,8.81023e-05,8.81023e-05,8.81023e-05
95,108.773,0.13355,0.22007,0.76144,0.99918,0.99762,0.99335,0.99335,0.11509,0.16103,0.76208,7.71034e-05,7.71034e-05,7.71034e-05
96,109.893,0.13447,0.2171,0.76649,0.99913,0.99762,0.99336,0.99336,0.11248,0.15484,0.76204,6.61045e-05,6.61045e-05,6.61045e-05
97,110.996,0.12743,0.2116,0.76687,0.99916,0.99762,0.99337,0.99337,0.11241,0.15189,0.76204,5.51056e-05,5.51056e-05,5.51056e-05
98,112.01,0.12729,0.20664,0.76233,0.99911,0.99762,0.99337,0.99337,0.1114,0.15034,0.76163,4.41067e-05,4.41067e-05,4.41067e-05
99,113.033,0.12928,0.20888,0.77071,0.99908,0.99762,0.99337,0.99337,0.10905,0.14964,0.76155,3.31078e-05,3.31078e-05,3.31078e-05
100,114.05,0.12254,0.20422,0.75924,0.99908,0.99762,0.99338,0.99338,0.10898,0.14819,0.76188,2.21089e-05,2.21089e-05,2.21089e-05
